index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49,text_corr,llm_generated
24743,4.0,"{PRICE,DELIVERY,ASSORTMENT}","Если по скидкам и акциям продукты ещё и выходят в нормальной цене, то без них иногда стоят космически. Но самое большое расстройство - это доставка. Проще назвать, сколько раз за год мне доставили в срок [NUM] минут, чем посчитать, сколько раз опаздывали.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Если по скидкам и акциям продукты ещё и выходят в нормальной цене, то без них иногда стоят космически. Но самое большое расстройство - это доставка. Проще назвать, сколько раз за год мне доставили в срок [NUM] минут, чем посчитать, сколько раз опаздывали.",0
5891,6.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION}",Быстро,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Быстро,0
26770,0.0,"{SUPPORT,ASSORTMENT,PRODUCTS_QUALITY}","Поддержка по телефону перестала вообще что-либо решать - по всем вопросам посылают в телеграмм. В телеграмме не отвечают уже третий день - сначала пишут что надо [NUM]-[NUM] минут, но никто и за час не подходит - потом это откладывают, потом опять бот и так до б",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Поддержка по телефону перестала вообще что-либо решать - по всем вопросам посылают в телеграмм. В телеграмме не отвечают уже третий день - сначала пишут что надо [NUM]-[NUM] минут, но никто и за час не подходит - потом это откладывают, потом опять бот и так до бесконечности",0
22218,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY,PROMOTIONS}","Доставка стала дольше, это огорчает(",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка стала дольше, это огорчает(",0
26193,0.0,{PRODUCTS_QUALITY},Привезли размороженную пюреобразную ягоду,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Привезли размороженную пюреобразную ягоду,0
23873,2.0,{DELIVERY},Слишком долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слишком долгая доставка,0
18848,0.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Спасибо!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Спасибо!,0
26535,6.0,{PRODUCTS_QUALITY},Хотелось бы что бы все напитки были охлажденными. А вы привозите теплыми,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Хотелось бы чтобы все напитки были охлажденными. А вы привозите теплыми,0
23464,0.0,{DELIVERY},"Почти всегда заказы опаздывают. Когда звонишь операторам и спрашиваешь почему указано [NUM] минут, а по факту может курьер задержаться на полтора часа, специалисты тыкают в какой-то договор где что-то там прописано написано. Ставьте реальное время доставки",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Почти всегда заказы опаздывают. Когда звонишь операторам и спрашиваешь почему указано [NUM] минут, а по факту может курьер задержаться на полтора часа, специалисты тыкают в какой-то договор где что-то там прописано написано. Ставьте реальное время доставки",0
5974,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}","Курьеры как рабы работают у вас , почему их так мало .Ждёшь заказ по часу . Почему их так мало на смене!!!!!!!!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Курьеры как рабы работают у вас , почему их так мало .Ждёшь заказ по часу . Почему их так мало на смене!!!!!!!!!",0
144,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}","Очень быстрая доставка. Маленький выбор, достаточно высокие цены",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Очень быстрая доставка. Маленький выбор, достаточно высокие цены",0
3762,3.0,"{PRODUCTS_QUALITY,PROMOTIONS,SUPPORT}","Нет никакой системы лояльности к постоянным клиентам. Ответы в чате - шаблонами. Привозят испорченные продукты и просто возвращают деньги после жалобы, даже никакого промокода в качестве извинений.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Нет никакой системы лояльности к постоянным клиентам. Ответы в чате - шаблонами. Привозят испорченные продукты и просто возвращают деньги после жалобы, даже никакого промокода в качестве извинений.",0
23668,1.0,{DELIVERY},"Доставка очень длительная, пришлось долго ждать",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка очень длительная, пришлось долго ждать",0
11562,6.0,"{PRICE,PROMOTIONS,PRODUCTS_QUALITY}","Я думаю о вас хорошо, раньше было лучше. Есть ощущение то что стало дороже, а качество хуже - это касается зелени.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Я думаю о вас хорошо, раньше было лучше. Есть ощущение то что стало дороже, а качество хуже - это касается зелени.",0
5273,6.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Хороший сервис,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Хороший сервис,0
23483,0.0,{DELIVERY},Оочень долгая доставка! Жду уже более [NUM] минут,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Очень долгая доставка! Жду уже более [NUM] минут,0
14873,6.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}","Доставка стала очень долгой - бывает и по полчаса везут. Поднятие цен на доставку тоже не радует. [NUM]-[NUM] ещё нормально, но бывает и [NUM]!!!",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка стала очень долгой - бывает и по полчаса везут. Поднятие цен на доставку тоже не радует. [NUM]-[NUM] ещё нормально, но бывает и [NUM]!!!",0
5935,4.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Стоимость сильно выше, картинки не соответствую ассортименту.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Стоимость сильно выше, картинки не соответствуют ассортименту.",0
11623,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY}","Очень долгая доставка, написано до [NUM] минут, или что курьер будет вот вот у вас, а по итогу доставка в среднем [NUM]-[NUM] минут",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Очень долгая доставка, написано до [NUM] минут, или что курьер будет вот вот у вас, а по итогу доставка в среднем [NUM]-[NUM] минут",0
20614,4.0,{DELIVERY},"очень долгая доставка. не смотря на то, что мы находимся возле склада самоката",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"очень долгая доставка. не смотря на то, что мы находимся возле склада самоката",0
22616,6.0,"{DELIVERY,PRODUCTS_QUALITY,ASSORTMENT}","Очень часто виснет приложение , задерживаются доставки , высокие цены на определенные продукты",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Очень часто виснет приложение , задерживаются доставки , высокие цены на определенные продукты",0
25793,2.0,"{PRODUCTS_QUALITY,DELIVERY}",Молодцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Молодцы,0
26815,2.0,"{SUPPORT,DELIVERY,PRODUCTS_QUALITY}","Присылаете молочные изделия за день до истечения срока годности, доставка стала нереально долгой, да при этом еще и постоянно огромный спрос",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Присылаете молочные изделия за день до истечения срока годности, доставка стала нереально долгой, да при этом еще и постоянно огромный спрос",0
26307,2.0,{PRODUCTS_QUALITY},"Продукты практически всегда с почти истёкшим сроком годности . И тут как повезёт , иногда продукт ещё можно употреблять а иногда просто в мусорки испорченные продукты . Пока не откроешь пачку , заметить запах продукта по внешнему виду невозможно",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Продукты практически всегда с почти истёкшим сроком годности . И тут как повезёт , иногда продукт ещё можно употреблять а иногда просто в мусорки испорченные продукты . Пока не откроешь пачку , заметить запах продукта по внешнему виду невозможно",0
22476,3.0,"{DELIVERY,PRICE,ASSORTMENT}","Долгая доставка, часты задержки по времени, в сравнении с пятёрочкой и магнитом цены на [NUM]-[NUM]% выше , хоть раньше разница не была такой существенной",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Долгая доставка, частые задержки по времени, в сравнении с пятёрочкой и магнитом цены на [NYM]-[NYM]% выше , хоть раньше разница не была такой существенной",0
24391,2.0,"{PAYMENT,DELIVERY,SUPPORT}","Не всегда есть возможность выйти в магазин. Приходится пользоваться доставкой, неудобно постоянно условно из-за банки газировки набирать товаров еще на [NUM]р",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Не всегда есть возможность выйти в магазин. Приходится пользоваться доставкой, неудобно постоянно условно из-за банки газировки набирать товаров еще на [NUM]раскладке",0
5657,4.0,{PROMOTIONS},Очень мало промокодов или редко предлагаете товар за [NUM] руб,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Очень мало промокодов или редко предлагаете товар за [NUM] руб,0
25095,1.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION}","Все бы хорошо, если бы не ваше приложение. Сначала я думал что это мой хуавей уже старый, не вытягивает. Но когда я ловил фризы и глюки с непрогоузом картинок на самсунг s[NUM]...... Это печаль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Все бы хорошо, если бы не ваше приложение. Сначала я думал что это мой хуавей уже старый, не вытягивает. Но когда я ловил фризы и глюки с непрогрузом картинок на самсунг s[NUM]...... Это печаль",0
12556,3.0,{DELIVERY},Долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Долгая доставка,0
11351,0.0,"{DELIVERY,PRICE,ASSORTMENT,PROMOTIONS}","Все круто,но вот доставка стала постоянно опаздывать",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Все круто,но вот доставка стала постоянно опаздывать",0
24657,6.0,"{PRICE,ASSORTMENT}","Доставка быстрая,но цена на вкусняшки огорчает",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Доставка быстрая,но цена на вкусняшки огорчает",0
27009,0.0,,говно,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,говно,0
10521,3.0,{DELIVERY},"Пишите что доставка [NUM] минут,на самом деле все [NUM],и пишется что курьер будет через минуту ждешь [NUM]",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Пишите что доставка [NUM] минут,на самом деле все [NUM],и пишется что курьер будет через минуту ждешь [NUM]",0
23939,3.0,{DELIVERY},Доставка часто задерживается,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Доставка часто задерживается,0
26143,0.0,"{PRODUCTS_QUALITY,SUPPORT}",Часто привозят испорченные продукты,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Часто привозят испорченные продукты,0
24282,6.0,{DELIVERY},"вы классные! жаль только, что еда долго едет",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"вы классные! жаль только, что еда долго едет",0
19262,6.0,{DELIVERY},"Не очень нравится часть доставки, курьеры часто задерживаются и в Яндекс лавке курьеры приветливее",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Не очень нравится часть доставки, курьеры часто задерживаются и в Яндекс лавке курьеры приветливее",0
